Q,A
거울 안경 전화번호 바위 사과 모자 풍선 당근 연필 기차 딸기 창문 동생 약 꼭 호박 나연 거울 가위 크림 나비 뀨 뀨 동생 목표 냄새 가방 다연 접시 권투 게임 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 딸기* 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육분* 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 납 나비 학교 동생 목표 냄새 가방 자연 접시 권투 방석 느낌
거울 안경 전화 신발 아무 가위 사과 모자 풍선 안근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 6분 신발 땅콩 안개 마음 허리 욕심 노래 전혀 사람 뽑기 병원인데 음바 과일 송곳 딸기 문제 그림 아들 팥죽 동생 목표 냄새 바다 아연 혹시 권투 느낌 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
배 배울 불 귤 물 피 휘 콩 돈 공유 발 왕 달 뼈 펴 병 밤 활 다음 달 꽃 점 속 섬 금 6은 산 파 3 차 춤 곡 꿈 연 연 달 녹스 김 야 더 조은 더 샘 능 아 ,새 해 배 개 집 일 입 이 꿀 불 귤 물 피 쥐 비 귀 콩 돈 공 손 풀 붓 뿔 윷 잎 씨 빗 침 벌 성 별 형 초 눈 코 문 햄 잼 뱀 책 실 십 칠 김 종 총 용 똥 털 몸 절 톱 강 발 왕 달 뼈 영 혀 병 밤 활 감 탈 꽃 점 솥 섬 금 육 은 흙 산 파 삼 차 춤 국 꿈 북 칼 말 쌀 팥 떡 컵 턱 껌 방 빵 창 양 오 곰 소 돌 약 탑 닭 밥 귀 남 해 밀 옷 잔 댁 겁 시 병 소 점 키 앞 무 논 자 글 용 겉 다 뜰 피 상 네 벌 추 만 죄 일 구 삼 도 알 꽃 연 달 혀 녹 김 약 덕 조 군 잎 폐 꿈 터 샘 능 아 애 어 에 오 우 으 이 야 얘 여 예 와 왜 외 요 워 웨 위 유 의 가 까 나 다 따 라 마 바 빠 사 싸 자 짜 차 카 타 파 하
바지 단추 책장 가방 사탕 연필 자동차 동물원 엄마 뽀뽀 호랑이 꼬리 코끼리 땅콩 그네 토끼 풍선 로봇 대림 ,
나는 바지를 입고 단추를 세웁니다 가방에 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 아빠가 토끼 풍선을 사 왔습니다 로봇 그림을 구경합니다 그러면 못 두 개에 걸려 있습니다 싸움을 합니다 나무에는 참새 세 마리가 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
가을 당장 전화 긴발 나무 가위 사과 모자 풍산 당근 연필 기차 날개 받는 동생 야 꺼 봐 다연 가을 덥지 회사 노래 신발 딸기 나무 참새 토끼 방한 홍대 논밭 과일 중고 딸기 문제 나무 짱 가위 드림 아들 팥죽 동생 목표 냄새 바다 다연이 권투 강혁 ,거울 안경 전화 신발 나무 가위 사과 모자 풍선 당근 연필 기차 날개 창문 동생 약국 호박 자연 거울 토끼 회사 노래 신발 딸기 나무 참새 달걀 우산 학교 장갑 그림 풍선 전화 병원 과일 땅콩 편지 달걀 시간 육군 신발 땅콩 안개 마음 허리 욕심 노래 저녁 사람 토끼 병원 등대 논밭 과일 송곳 딸기 문제 나무 극장 가위 그림 아들 팥죽 동생 목표 냄새 바다 자연 접시 권투 방석 느낌
나는 바지를 입고 단추를 채웁니다 책상에 가방이 있습니다 아빠가 자동차를 타고 동물원에 갑니다 잘 다녀와 하면서 엄마가 뽀뽀를 해 그림을 그려 합니다 그림은 두 개 걸려 있습니다 괴물과 싸움을 합니다 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
 아버지," 큰 누나 작은 누나 그리고 저이고 그래서 모두 다섯 명입니다. 지금 저랑 같이 살고 있는 사람은 아버지와 어머니 입니다 가족과 주로 하는 이야기는 음식 에 대한 것입니다. 친구와 주로 하는 이야기는 음식 에 대한 것입니다. 저는 평소에 주로  자동차 를 타고 다닙니다.  우리 동네는 교통이 편합니다. 교통이 편한 이유는 바로 옆에 고속도로가 있기 때문입니다.  우리 집에서 서울역에 가려면 자동차 를 타고 가야 합니다. 우리 집 근처에는 이마트가 있는데 걸어서 이십 분 거리에 있습니다.  나는 보통 아침 여섯 시 십 분에 일어나고 밤 두 시에 잡니다. 제가 가장 좋아하는 음식은 단 거* 입니다. 제 취미는 공부 입니다.  무지개 일곱 색깔은 보라색 노란색 빨간색 초록색 노란색 주황색 입니다. 일주일은 월요일 화요일 수요일 목요일 금요일 토요일 일요일입니다. 설날은 일 월 십 이 일입니다. 크리스마스는 십 이 월 이십 오 일입니다. 지금 계절은 초가을 입니다. 어제는 날씨가 해가 났고 오늘 날씨는 흐렸습니다. 일 년은 삼백 육십 오 일이고 일 주일은 칠 일입니다. 하루는 이십 사 시간이고 일 분은 육십  초입니다."""
나는 바지를 입고 단추를 채웁니다 책장 위에 가방 있습니다 가방을 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원을 갑니다 잘 다녀와 한 번 더 엄마가 뽀뽀를 해 아가 토끼 풍선을 사 왔습니다 로봇 그림을 구경합니다 그림은 못 두 개에 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
솔직하게 참 어렵지만 그래도 시도는 해 봐야 한다 나무를 속이면 기껏해야 벌을 받지만 나를 속이면 더 어둡고 무거운 형벌을 당하기 때문이다 후회라는 형벌을 원래 그런 것과 그렇지 않은 것 원래 그런 거라니까 학창시절은 물론이고 졸업 후 사회생활을 시작하면서 귀지에 딱지가 않도록 듣는 말이다 신통한 문장이다 마법의 지팡이 같은이 한마디가 모든 상황을 단번에 정리한다 상대가 아무리 얼토당토않은 궤변을 쏟아내도 웬만해선 토를 달 수 없다 그게 아닌 거 같은데요 하고 일을 제기하는 순간 좌측 엉뚱하고 삐딱한 사람으로 인식되거나 학명 파동을 일으킨 장본인으로 낙인찍힐 수 있기 때문이다 원래 그렇다는 표현에 익숙한 우리는 질문해도 익숙하지 않은 것 같다 수업 시간만 해도 그렇다 교사도 학생도 질문을 독려한다 질문도 안 했는데 답을 먼저 가르쳐 준다 그래서 답만 열심히 외운다 어쩌다 궁금한 것 있나요 하고 질문을 받으면 선생님의 시선을 외면하기 바쁘다 궁금한게 생긴다 왜 우리는 질문을 아끼는 걸까 궁금한게 별로 없는 걸까 아니면 궁금한 내용을 표현하는데 서툰 것일까 어쩌면 원래 그러니까를 남발하는 문화와 관련이 있을지 모르겠다 경험과 준칙을 강조하는 헌법에는 정답은 이미 정해져 있다는 천재가 깔리기 마련이고 그런 심리는 다른 해석과 호기심을 완전 차단한다 재미난 책은 답장 너라는 신조어로 진화했다 ,"""""""솔직하기' 참 어렵지만 그래도 시도는 해봐야 한다."
문 열어 문 열어 내일 만나 내일 만나 이제 내려와 이제 내려 머리 말려 머리 말려 여기 나와요 여기 나와요 나비야 나와요 나비가 나아요 엄마가 노래 엄마가 노래 머리 말려요 머리 완료요 집에 아무도 없겠지 집에 아무도 없겠지 발이 얼었어요 아니 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔었어요 전화 왔었어요 여기까지 걸어왔어요 여기까지 걸어왔어요 방이 추운 거 같아 방이 추운 것 같아 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
문 열어 문 열어 나보다 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려요 여기나요 나비가 날아요 나비가 날아요 엄마가 노래해 엄마가 노래해 여기 동굴 거예요 밥 먹었죠 밥 먹었어 집에 아무도 없겠지 집에 아무도 없겠지 달이 얼었어요 달이 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그 낫게 될 리가 없지 전화 왔어요 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나. 내일 만나? 이제 내려. 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔. 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을 거예요. 여기 놓을 거예요? 밥 먹었죠. 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요. 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운 거 같애. 방이 추운 거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜. 음악 켜? 날씨가 더워요. 날씨가 더워요?
나는 바지를 입고 단추를 채웁니다 책상 위에 가방이 있습니다 가방에 사탕과 연필을 넣을 거예요 아빠와 자동차를 타고 동물원에 갑니다 아빠가 토끼 풍선을 사 왔습니다 로봇 그림을 구경합니다 두 개에 걸려 있습니다 로봇은 긴 눈썹 괴물과 싸움을 합니다 짹짹 거리고 ,나는 바지를 입고 단추를 채웁니다. 책상 위에 가방이 있습니다. 가방에 사탕과 연필을 넣을 거예요. 아빠와 자동차를 타고 동물원에 갑니다. 잘 다녀와 하면서 엄마가 뽀뽀를 해줍니다. 동물원에는 호랑이가 꼬리를 늘어뜨리고 있습니다. 나는 코끼리에게 땅콩을 줍니다. 코끼리는 귀가 아주 큽니다. 나는 동물원 놀이터에서 그네를 탑니다. 아빠가 토끼 풍선을 사왔습니다. 로봇 그림을 구경합니다. 그림은 못 두 개에 걸려 있습니다. 로봇은 긴 눈썹 괴물과 싸움을 합니다. 나무에는 참새 세 마리가 짹짹 거리고 나무 아래 풀밭에는 메뚜기가 있습니다. 엄마에게 전화를 합니다. 엄마 동물원 재미있어요.
문 열어 문 열어 나무가 많아 나무가 많아 내일 만나 내일 만나 이제 내려 이제 내려 머리 말려 머리 말려 일어나요 일어나요 나비가 날아요 나비가 날아요 엄마가 노래해 엄마가 노래해 머리 말려요 머리 말려요 여기 났어요 마리 얼었어요 길이 많이 막혀요 길이 많이 막혀요 선생님이 하셨어요 선생님이 하셨어요 거기 갈래 거기 갈래 그렇게 될 리가 없지 그렇게 될 리가 없지 전화 왔었어요 전화 왔었어요 여기까지 걸어왔어요 여기까지 걸어왔어요 방이 추운 거 같아 방이 추운 거 같아 날씨가 추워요 날씨가 추워요 음악 켜 음악 켜 ,문 열어. 문 열어? 나무가 많아. 나무가 많아? 내일 만나 내일 만나? 이제 내려 이제 내려? 머리 말려. 머리 말려? 여기 놔요. 여기 놔요? 나비가 날아요. 나비가 날아요? 엄마가 노래해. 엄마가 노래해? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 여기 놔 여기 놔? 여기 놔요. 여기 놔요? 머리 말려. 머리 말려? 머리 말려요. 머리 말려요? 여기 놨어요. 여기 놨어요? 머리 말렸어요. 머리 말렸어요? 여기 놓을거예요 여기 놓을거예요? 밥 먹었죠 밥 먹었죠? 집에 아무도 없겠지. 집에 아무도 없겠지? 발이 얼었어요 발이 얼었어요? 길이 많이 막혀요. 길이 많이 막혀요? 선생님이 하셨어요. 선생님이 하셨어요? 거기 갈래. 거기 갈래? 그렇게 될 리가 없지. 그렇게 될 리가 없지? 전화 왔었어요. 전화 왔었어요? 여기 까지 걸어 왔어요. 여기까지 걸어 왔어요? 방이 추운거 같애. 방이 추운거 같애? 날씨가 추워요. 날씨가 추워요? 음악 켜 음악 켜? 날씨가 더워요. 날씨가 더워요?
